Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-08-24 00:00:00-04:00,156.31716098493249,164.64617515076566,152.07343524562975,157.9929656982422,507244300,0.0,0.0,0.0
2015-08-25 00:00:00-04:00,162.93698748683326,162.95366576557146,155.84190013873254,156.1337127685547,369833100,0.0,0.0,0.0
2015-08-26 00:00:00-04:00,160.14404551360946,162.40346341649578,157.0508787165583,162.1283416748047,339257000,0.0,0.0,0.0
2015-08-27 00:00:00-04:00,164.26267427664732,166.26363563658603,162.75361411543824,166.13858032226562,274143900,0.0,0.0,0.0
2015-08-28 00:00:00-04:00,165.49662894695211,166.61383235613175,165.01306044406743,166.14694213867188,160414400,0.0,0.0,0.0
