Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-08-05 09:30:00-04:00,86.5,86.69999694824219,85.47000122070312,85.80500030517578,7489759,0.0,0.0,0.0
2024-08-05 10:30:00-04:00,85.80500030517578,86.2300033569336,85.56999969482422,85.88999938964844,3268478,0.0,0.0,0.0
2024-08-05 11:30:00-04:00,85.9000015258789,87.18000030517578,85.8949966430664,87.09500122070312,2722661,0.0,0.0,0.0
2024-08-05 12:30:00-04:00,87.08999633789062,87.08999633789062,86.47000122070312,86.73999786376953,2262156,0.0,0.0,0.0
2024-08-05 13:30:00-04:00,86.73999786376953,87.09500122070312,86.5250015258789,86.96499633789062,1754407,0.0,0.0,0.0
2024-08-05 14:30:00-04:00,86.95999908447266,87.05000305175781,86.65499877929688,86.69999694824219,1888894,0.0,0.0,0.0
2024-08-05 15:30:00-04:00,86.70999908447266,86.72000122070312,86.27999877929688,86.58000183105469,4292800,0.0,0.0,0.0
2024-08-06 09:30:00-04:00,86.7699966430664,87.62000274658203,86.43000030517578,87.44999694824219,4104200,0.0,0.0,0.0
2024-08-06 10:30:00-04:00,87.47000122070312,87.95999908447266,87.05999755859375,87.06999969482422,1931557,0.0,0.0,0.0
2024-08-06 11:30:00-04:00,87.06999969482422,87.69000244140625,87.05000305175781,87.51000213623047,1235890,0.0,0.0,0.0
2024-08-06 12:30:00-04:00,87.51000213623047,87.72000122070312,87.3927001953125,87.66000366210938,1832448,0.0,0.0,0.0
2024-08-06 13:30:00-04:00,87.66999816894531,87.80000305175781,87.3499984741211,87.68000030517578,1229240,0.0,0.0,0.0
2024-08-06 14:30:00-04:00,87.68000030517578,87.93000030517578,87.25,87.68000030517578,1570714,0.0,0.0,0.0
2024-08-06 15:30:00-04:00,87.69000244140625,87.76000213623047,86.98999786376953,87.01000213623047,2872861,0.0,0.0,0.0
2024-08-07 09:30:00-04:00,88.04000091552734,88.77999877929688,88.01000213623047,88.11499786376953,2938186,0.0,0.0,0.0
2024-08-07 10:30:00-04:00,88.12999725341797,88.83999633789062,88.02999877929688,88.76000213623047,1790135,0.0,0.0,0.0
2024-08-07 11:30:00-04:00,88.7699966430664,88.93000030517578,88.5,88.81999969482422,1488137,0.0,0.0,0.0
2024-08-07 12:30:00-04:00,88.81999969482422,88.94000244140625,87.9749984741211,88.18000030517578,1652739,0.0,0.0,0.0
2024-08-07 13:30:00-04:00,88.18000030517578,88.48500061035156,87.5199966430664,87.80999755859375,1648131,0.0,0.0,0.0
2024-08-07 14:30:00-04:00,87.80000305175781,87.94999694824219,87.52999877929688,87.86499786376953,1216455,0.0,0.0,0.0
2024-08-07 15:30:00-04:00,87.86000061035156,87.91999816894531,87.27999877929688,87.36000061035156,1904694,0.0,0.0,0.0
2024-08-08 09:30:00-04:00,87.69000244140625,88.76499938964844,87.62000274658203,88.70999908447266,2286387,0.0,0.0,0.0
2024-08-08 10:30:00-04:00,88.69999694824219,88.97000122070312,88.68000030517578,88.8499984741211,1320654,0.0,0.0,0.0
2024-08-08 11:30:00-04:00,88.83999633789062,88.99500274658203,88.51000213623047,88.88999938964844,1178733,0.0,0.0,0.0
2024-08-08 12:30:00-04:00,88.88999938964844,89.16999816894531,88.65499877929688,89.12999725341797,859542,0.0,0.0,0.0
2024-08-08 13:30:00-04:00,89.12999725341797,89.33000183105469,89.01499938964844,89.12999725341797,1094632,0.0,0.0,0.0
2024-08-08 14:30:00-04:00,89.12999725341797,89.24500274658203,88.97000122070312,89.16000366210938,1009394,0.0,0.0,0.0
2024-08-08 15:30:00-04:00,89.16000366210938,89.30999755859375,88.94999694824219,89.22000122070312,2407923,0.0,0.0,0.0
2024-08-09 09:30:00-04:00,89.08000183105469,89.20999908447266,88.51000213623047,88.95999908447266,3509136,0.0,0.0,0.0
2024-08-09 10:30:00-04:00,88.95999908447266,89.51000213623047,88.93000030517578,89.29000091552734,1114817,0.0,0.0,0.0
2024-08-09 11:30:00-04:00,89.29000091552734,89.48500061035156,89.11000061035156,89.31999969482422,802284,0.0,0.0,0.0
2024-08-09 12:30:00-04:00,89.3010025024414,89.77999877929688,89.29750061035156,89.76000213623047,1176895,0.0,0.0,0.0
2024-08-09 13:30:00-04:00,89.76000213623047,89.79000091552734,89.30999755859375,89.44499969482422,1172681,0.0,0.0,0.0
2024-08-09 14:30:00-04:00,89.38359832763672,89.62999725341797,89.2699966430664,89.56500244140625,916512,0.0,0.0,0.0
2024-08-09 15:30:00-04:00,89.55999755859375,89.68009948730469,89.23500061035156,89.37999725341797,1954934,0.0,0.0,0.0
